"","RPKM","LEVEL1","DEPTH"
"7984",0.897248,"Biosynthesis","MIX"
"7985",1.7996567,"Degradation","MIX"
"7986",1.7996567,"Degradation","MIX"
"7987",0.3339019,"Biosynthesis","MIX"
"7988",2.101766,"Biosynthesis","MIX"
"7989",3.9680076,"Degradation","MIX"
"7990",5.7118523,"Degradation","MIX"
"7991",0.3561959,"Degradation","MIX"
"7992",0.3283156,"Biosynthesis","MIX"
"7993",6.9642099,"Biosynthesis","MIX"
"7994",16.0701809,"Energy-Metabolism","MIX"
"7995",0.7154137,"Biosynthesis","MIX"
"7996",0.8355497,"Biosynthesis","MIX"
"7997",0.4567025,"Biosynthesis","MIX"
"7998",0.4567025,"Biosynthesis","MIX"
"7999",4.9113538,"Biosynthesis","MIX"
"8000",7.5988264,"Biosynthesis","MIX"
"8001",4.310829,"Biosynthesis","MIX"
"8002",4.0064016,"Metabolic-Clusters","MIX"
"8003",2.1387502,"Degradation","MIX"
"8004",11.8997184,"Biosynthesis","MIX"
"8005",1.79632403,"Biosynthesis","MIX"
"8006",10.31627919,"Biosynthesis","MIX"
"8007",3.6539,"Biosynthesis","MIX"
"8008",5.8249685,"Biosynthesis","MIX"
"8009",2.11648503,"Biosynthesis","MIX"
"8010",2.5147552,"Biosynthesis","MIX"
"8011",8.2733582,"Biosynthesis","MIX"
"8012",2.34743603,"Degradation","MIX"
"8013",15.1618684,"Energy-Metabolism","MIX"
"8014",12.7926507,"Degradation","MIX"
"8015",3.37249489,"Biosynthesis","MIX"
"8016",3.71344389,"Biosynthesis","MIX"
"8017",1.3402329,"Biosynthesis","MIX"
"8018",6.5107193,"Biosynthesis","MIX"
"8019",24.6523642,"Biosynthesis","MIX"
"8020",4.77665679,"Biosynthesis","MIX"
"8021",22.627086,"Biosynthesis","MIX"
"8022",49.9417658,"Biosynthesis","MIX"
"8023",12.56255414,"Degradation","MIX"
"8024",3.52510946,"Degradation","MIX"
"8025",6.21934959,"Biosynthesis","MIX"
"8026",12.6581444,"Biosynthesis","MIX"
"8027",10.8656245,"Biosynthesis","MIX"
"8028",19.84270862,"Energy-Metabolism","MIX"
"8029",2.0440089,"Energy-Metabolism","MIX"
"8030",18.554879,"Biosynthesis","MIX"
"8031",36.2018043,"Degradation","MIX"
"8032",11.8276301,"Detoxification","MIX"
"8033",10.47056816,"Biosynthesis","MIX"
"8034",21.85762054,"Biosynthesis","MIX"
"8035",21.91941644,"Biosynthesis","MIX"
"8036",5.732327,"Degradation","MIX"
"8037",0.0483271,"Biosynthesis","MIX"
"8038",96.3133983,"Energy-Metabolism","MIX"
"8039",28.0762141,"Biosynthesis","MIX"
"8040",31.1707466,"Biosynthesis","MIX"
"8041",41.034116,"Biosynthesis","MIX"
"8042",23.83216353,"Biosynthesis","MIX"
"8043",10.6590856,"Biosynthesis","MIX"
"8044",25.76067902,"Biosynthesis","MIX"
"8045",60.9696166,"Biosynthesis","MIX"
"8046",57.01644003,"Biosynthesis","MIX"
"8047",53.3032798,"Degradation","MIX"
"8048",57.2278498,"Degradation","MIX"
"8049",57.2713627,"Biosynthesis","MIX"
"8050",61.25170523,"Biosynthesis","MIX"
"8051",52.02388652,"Biosynthesis","MIX"
"8052",13.5431674,"Degradation","MIX"
"8053",150.7516552,"Biosynthesis","MIX"
"8054",180.8095011,"Biosynthesis","MIX"
"8055",187.818276,"Energy-Metabolism","MIX"
"8056",905.2202469,"Biosynthesis","MIX"
"8057",1515.25741,"Biosynthesis","MIX"
"8058",1519.28557,"Biosynthesis","MIX"
"8059",1528.800578,"Biosynthesis","MIX"
"8060",2316.14216,"Biosynthesis","MIX"
"8061",2316.14216,"Biosynthesis","MIX"
"8062",1776.715104,"Biosynthesis","MIX"
"8063",0.231348,"Biosynthesis","SRF"
"8064",0.0420455,"Degradation","SRF"
"8065",0.0293123,"Biosynthesis","SRF"
"8066",0.32284,"Biosynthesis","SRF"
"8067",0.0211034,"Degradation","SRF"
"8068",0.0385581,"Biosynthesis","SRF"
"8069",0.164617,"Degradation","SRF"
"8070",0.164617,"Degradation","SRF"
"8071",0.540161,"Biosynthesis","SRF"
"8072",0.349637,"Degradation","SRF"
"8073",0.0354138,"Biosynthesis","SRF"
"8074",0.168396,"Degradation","SRF"
"8075",0.0127141,"Degradation","SRF"
"8076",0.42814,"Degradation","SRF"
"8077",0.18135,"Biosynthesis","SRF"
"8078",0.0267253,"Biosynthesis","SRF"
"8079",0.0385581,"Biosynthesis","SRF"
"8080",0.427111,"Degradation","SRF"
"8081",0.014761,"Biosynthesis","SRF"
"8082",0.0216857,"Degradation","SRF"
"8083",0.0385581,"Biosynthesis","SRF"
"8084",0.11397,"Biosynthesis","SRF"
"8085",0.0228571,"Biosynthesis","SRF"
"8086",0.164617,"Degradation","SRF"
"8087",0.0210094,"Biosynthesis","SRF"
"8088",0.73243,"Biosynthesis","SRF"
"8089",0.0382263,"Biosynthesis","SRF"
"8090",0.0530638,"Biosynthesis","SRF"
"8091",0.0673979,"Degradation","SRF"
"8092",0.0892046,"Degradation","SRF"
"8093",0.588483,"Biosynthesis","SRF"
"8094",0.73243,"Biosynthesis","SRF"
"8095",0.1034236,"Biosynthesis","SRF"
"8096",0.0629279,"Biosynthesis","SRF"
"8097",0.0982754,"Energy-Metabolism","SRF"
"8098",0.2311821,"Degradation","SRF"
"8099",0.109653,"Biosynthesis","SRF"
"8100",0.1234901,"Biosynthesis","SRF"
"8101",0.349637,"Degradation","SRF"
"8102",0.0136613,"Degradation","SRF"
"8103",0.0760646,"Degradation","SRF"
"8104",0.3307585,"Detoxification","SRF"
"8105",0.0322321,"Degradation","SRF"
"8106",0.3385525,"Degradation","SRF"
"8107",0.1648177,"Biosynthesis","SRF"
"8108",0.2764935,"Biosynthesis","SRF"
"8109",0.5562928,"Degradation","SRF"
"8110",0.34871,"Degradation","SRF"
"8111",75.745137,"Biosynthesis","SRF"
"8112",0.1449025,"Degradation","SRF"
"8113",0.0274134,"Biosynthesis","SRF"
"8114",0.4262554,"Energy-Metabolism","SRF"
"8115",75.745137,"Degradation","SRF"
"8116",0.2574284,"Biosynthesis","SRF"
"8117",0.04534759,"Degradation","SRF"
"8118",2.1799579,"Degradation","SRF"
"8119",0.0475586,"Degradation","SRF"
"8120",0.0537964,"Biosynthesis","SRF"
"8121",0.0274134,"Biosynthesis","SRF"
"8122",0.4644793,"Degradation","SRF"
"8123",0.2308945,"Energy-Metabolism","SRF"
"8124",0.1115647,"Biosynthesis","SRF"
"8125",3.0027367,"Biosynthesis","SRF"
"8126",75.7632521,"Degradation","SRF"
"8127",75.745137,"Degradation","SRF"
"8128",0.6033244,"Energy-Metabolism","SRF"
"8129",0.18135,"Biosynthesis","SRF"
"8130",1.5165685,"Biosynthesis","SRF"
"8131",1.5165685,"Degradation","SRF"
"8132",0.4468528,"Biosynthesis","SRF"
"8133",0.41906121,"Energy-Metabolism","SRF"
"8134",4.8359152,"Biosynthesis","SRF"
"8135",0.0365917,"Degradation","SRF"
"8136",4.6191175,"Biosynthesis","SRF"
"8137",1.6002543,"Degradation","SRF"
"8138",0.522662,"Biosynthesis","SRF"
"8139",6.439289,"Biosynthesis","SRF"
"8140",0.0537758,"Biosynthesis","SRF"
"8141",0.4272879,"Biosynthesis","SRF"
"8142",0.8831541,"Biosynthesis","SRF"
"8143",0.958195,"Biosynthesis","SRF"
"8144",0.420039,"Biosynthesis","SRF"
"8145",0.420039,"Biosynthesis","SRF"
"8146",0.1916288,"Degradation","SRF"
"8147",5.642316,"Biosynthesis","SRF"
"8148",76.34166,"Degradation","SRF"
"8149",76.34166,"Degradation","SRF"
"8150",3.6224941,"Biosynthesis","SRF"
"8151",6.98201259,"Biosynthesis","SRF"
"8152",1.0584972,"Degradation","SRF"
"8153",0.6455392,"Degradation","SRF"
"8154",6.0151416,"Degradation","SRF"
"8155",2.6560669,"Biosynthesis","SRF"
"8156",9.4732812,"Biosynthesis","SRF"
"8157",2.0043357,"Energy-Metabolism","SRF"
"8158",0.4961379,"Biosynthesis","SRF"
"8159",6.0668207,"Biosynthesis","SRF"
"8160",6.4684266,"Biosynthesis","SRF"
"8161",6.4684266,"Biosynthesis","SRF"
"8162",76.7238162,"Biosynthesis","SRF"
"8163",9.4606073,"Biosynthesis","SRF"
"8164",1.3346565,"Biosynthesis","SRF"
"8165",3.7208621,"Metabolic-Clusters","SRF"
"8166",3.8588629,"Degradation","SRF"
"8167",17.7398953,"Biosynthesis","SRF"
"8168",4.5623384,"Biosynthesis","SRF"
"8169",12.1150634,"Biosynthesis","SRF"
"8170",6.4037983,"Biosynthesis","SRF"
"8171",7.8406059,"Biosynthesis","SRF"
"8172",4.7368085,"Biosynthesis","SRF"
"8173",3.8588629,"Biosynthesis","SRF"
"8174",8.9292609,"Biosynthesis","SRF"
"8175",4.795813,"Degradation","SRF"
"8176",192.6061502,"Energy-Metabolism","SRF"
"8177",12.6691304,"Degradation","SRF"
"8178",13.0267802,"Biosynthesis","SRF"
"8179",13.5139162,"Biosynthesis","SRF"
"8180",4.9636365,"Biosynthesis","SRF"
"8181",23.71921677,"Biosynthesis","SRF"
"8182",8.4605929,"Biosynthesis","SRF"
"8183",13.9492956,"Biosynthesis","SRF"
"8184",5.66861213,"Biosynthesis","SRF"
"8185",14.8584082,"Biosynthesis","SRF"
"8186",183.8718002,"Degradation","SRF"
"8187",676.8394677,"Degradation","SRF"
"8188",14.9595255,"Biosynthesis","SRF"
"8189",6.61659729,"Biosynthesis","SRF"
"8190",31.5627015,"Biosynthesis","SRF"
"8191",205.569104,"Energy-Metabolism","SRF"
"8192",19.8503664,"Energy-Metabolism","SRF"
"8193",14.73362984,"Biosynthesis","SRF"
"8194",6.8462911,"Degradation","SRF"
"8195",21.5507291,"Detoxification","SRF"
"8196",51.4757042,"Biosynthesis","SRF"
"8197",62.7367267,"Biosynthesis","SRF"
"8198",62.752827,"Biosynthesis","SRF"
"8199",44.964894,"Degradation","SRF"
"8200",26.02688562,"Energy-Metabolism","SRF"
"8201",27.0039891,"Biosynthesis","SRF"
"8202",92.558777,"Biosynthesis","SRF"
"8203",46.805232,"Biosynthesis","SRF"
"8204",49.84975487,"Biosynthesis","SRF"
"8205",598.5391164,"Biosynthesis","SRF"
"8206",62.27466407,"Biosynthesis","SRF"
"8207",262.281501,"Biosynthesis","SRF"
"8208",247.8136233,"Biosynthesis","SRF"
"8209",573.8247477,"Degradation","SRF"
"8210",573.9912027,"Degradation","SRF"
"8211",574.0365503,"Biosynthesis","SRF"
"8212",257.0685449,"Biosynthesis","SRF"
"8213",72.5938832,"Biosynthesis","SRF"
"8214",5.2261103,"Degradation","SRF"
"8215",258.7703466,"Biosynthesis","SRF"
"8216",207.7137106,"Biosynthesis","SRF"
"8217",1078.643331,"Energy-Metabolism","SRF"
"8218",1209.24382,"Biosynthesis","SRF"
"8219",4318.12841,"Biosynthesis","SRF"
"8220",4327.092918,"Biosynthesis","SRF"
"8221",4323.35452,"Biosynthesis","SRF"
"8222",5320.629041,"Biosynthesis","SRF"
"8223",5320.629041,"Biosynthesis","SRF"
"8224",5432.539021,"Biosynthesis","SRF"
"8225",0.045789,"Biosynthesis","DCM"
"8226",0.573811,"Biosynthesis","DCM"
"8227",0.106275,"Degradation","DCM"
"8228",0.0428166,"Degradation","DCM"
"8229",0.0345416,"Degradation","DCM"
"8230",0.0345416,"Degradation","DCM"
"8231",0.064027,"Degradation","DCM"
"8232",0.130671,"Degradation","DCM"
"8233",0.201879,"Biosynthesis","DCM"
"8234",0.213564,"Degradation","DCM"
"8235",0.0672387,"Degradation","DCM"
"8236",0.0546038,"Degradation","DCM"
"8237",0.0382629,"Biosynthesis","DCM"
"8238",0.0345416,"Degradation","DCM"
"8239",0.00881678,"Biosynthesis","DCM"
"8240",0.045789,"Biosynthesis","DCM"
"8241",0.20232,"Biosynthesis","DCM"
"8242",0.0183338,"Biosynthesis","DCM"
"8243",0.0445375,"Biosynthesis","DCM"
"8244",0.258598,"Degradation","DCM"
"8245",0.0212441,"Biosynthesis","DCM"
"8246",0.20232,"Biosynthesis","DCM"
"8247",0.045789,"Biosynthesis","DCM"
"8248",0.131291,"Biosynthesis","DCM"
"8249",0.0528166,"Biosynthesis","DCM"
"8250",0.1309588,"Energy-Metabolism","DCM"
"8251",0.158033,"Degradation","DCM"
"8252",0.0486433,"Biosynthesis","DCM"
"8253",0.0229324,"Degradation","DCM"
"8254",0.045789,"Biosynthesis","DCM"
"8255",0.872076,"Detoxification","DCM"
"8256",1.871194,"Degradation","DCM"
"8257",0.045789,"Biosynthesis","DCM"
"8258",0.0221265,"Biosynthesis","DCM"
"8259",0.0647251,"Biosynthesis","DCM"
"8260",0.0308146,"Degradation","DCM"
"8261",2.05346,"Degradation","DCM"
"8262",5.95286,"Biosynthesis","DCM"
"8263",0.102753,"Degradation","DCM"
"8264",0.1194982,"Biosynthesis","DCM"
"8265",0.0804632,"Energy-Metabolism","DCM"
"8266",5.95286,"Degradation","DCM"
"8267",0.1440007,"Biosynthesis","DCM"
"8268",0.0543171,"Degradation","DCM"
"8269",1.510208,"Degradation","DCM"
"8270",0.0798338,"Degradation","DCM"
"8271",0.0411523,"Biosynthesis","DCM"
"8272",0.1194982,"Biosynthesis","DCM"
"8273",0.564887,"Degradation","DCM"
"8274",0.6159868,"Energy-Metabolism","DCM"
"8275",0.183044,"Biosynthesis","DCM"
"8276",5.95286,"Degradation","DCM"
"8277",5.95286,"Degradation","DCM"
"8278",0.0804632,"Energy-Metabolism","DCM"
"8279",0.4668935,"Biosynthesis","DCM"
"8280",0.6604239,"Biosynthesis","DCM"
"8281",0.6604239,"Degradation","DCM"
"8282",0.1194982,"Biosynthesis","DCM"
"8283",0.4389523,"Energy-Metabolism","DCM"
"8284",1.4029496,"Biosynthesis","DCM"
"8285",0.0771917,"Degradation","DCM"
"8286",2.4157181,"Biosynthesis","DCM"
"8287",0.6885196,"Degradation","DCM"
"8288",2.338649,"Biosynthesis","DCM"
"8289",1.198983,"Biosynthesis","DCM"
"8290",0.1194982,"Biosynthesis","DCM"
"8291",0.4315626,"Biosynthesis","DCM"
"8292",0.4238529,"Biosynthesis","DCM"
"8293",0.3735246,"Biosynthesis","DCM"
"8294",0.0156687,"Biosynthesis","DCM"
"8295",0.0156687,"Biosynthesis","DCM"
"8296",0.0581132,"Degradation","DCM"
"8297",1.1800666,"Biosynthesis","DCM"
"8298",6.3263846,"Degradation","DCM"
"8299",6.3263846,"Degradation","DCM"
"8300",1.1519229,"Biosynthesis","DCM"
"8301",6.8390001,"Biosynthesis","DCM"
"8302",4.2663785,"Degradation","DCM"
"8303",0.4754342,"Degradation","DCM"
"8304",1.371859,"Degradation","DCM"
"8305",0.9179154,"Biosynthesis","DCM"
"8306",22.4652385,"Biosynthesis","DCM"
"8307",0.2832662,"Energy-Metabolism","DCM"
"8308",1.7917309,"Biosynthesis","DCM"
"8309",1.4007758,"Biosynthesis","DCM"
"8310",1.371859,"Biosynthesis","DCM"
"8311",1.371859,"Biosynthesis","DCM"
"8312",91.165802,"Biosynthesis","DCM"
"8313",12.9307754,"Biosynthesis","DCM"
"8314",6.5329738,"Biosynthesis","DCM"
"8315",1.0588678,"Metabolic-Clusters","DCM"
"8316",2.6217512,"Degradation","DCM"
"8317",23.2431654,"Biosynthesis","DCM"
"8318",8.2173316,"Biosynthesis","DCM"
"8319",10.4623714,"Biosynthesis","DCM"
"8320",8.159719,"Biosynthesis","DCM"
"8321",11.0984738,"Biosynthesis","DCM"
"8322",8.342785,"Biosynthesis","DCM"
"8323",2.6217512,"Biosynthesis","DCM"
"8324",15.7297862,"Biosynthesis","DCM"
"8325",8.527233,"Degradation","DCM"
"8326",12.7785331,"Energy-Metabolism","DCM"
"8327",7.1006509,"Degradation","DCM"
"8328",1.6698256,"Biosynthesis","DCM"
"8329",1.6919521,"Biosynthesis","DCM"
"8330",7.8234498,"Biosynthesis","DCM"
"8331",32.7726018,"Biosynthesis","DCM"
"8332",12.6438825,"Biosynthesis","DCM"
"8333",27.4514189,"Biosynthesis","DCM"
"8334",7.6311751,"Biosynthesis","DCM"
"8335",23.4537543,"Biosynthesis","DCM"
"8336",259.702816,"Degradation","DCM"
"8337",10.1596186,"Degradation","DCM"
"8338",29.3679269,"Biosynthesis","DCM"
"8339",7.7873761,"Biosynthesis","DCM"
"8340",119.8314406,"Biosynthesis","DCM"
"8341",23.7877934,"Energy-Metabolism","DCM"
"8342",2.8783911,"Energy-Metabolism","DCM"
"8343",19.2809799,"Biosynthesis","DCM"
"8344",15.2586918,"Degradation","DCM"
"8345",11.751055,"Detoxification","DCM"
"8346",65.2737003,"Biosynthesis","DCM"
"8347",143.4443047,"Biosynthesis","DCM"
"8348",143.4443047,"Biosynthesis","DCM"
"8349",119.819971,"Degradation","DCM"
"8350",89.6885463,"Energy-Metabolism","DCM"
"8351",102.2040402,"Biosynthesis","DCM"
"8352",1032.767255,"Biosynthesis","DCM"
"8353",27.9290477,"Biosynthesis","DCM"
"8354",126.0766481,"Biosynthesis","DCM"
"8355",21.3859321,"Biosynthesis","DCM"
"8356",126.5809796,"Biosynthesis","DCM"
"8357",722.0245453,"Biosynthesis","DCM"
"8358",914.640297,"Biosynthesis","DCM"
"8359",313.4261306,"Degradation","DCM"
"8360",313.4261306,"Degradation","DCM"
"8361",313.4804477,"Biosynthesis","DCM"
"8362",978.5578276,"Biosynthesis","DCM"
"8363",86.5890525,"Biosynthesis","DCM"
"8364",5.224944,"Degradation","DCM"
"8365",332.0362201,"Biosynthesis","DCM"
"8366",475.6372183,"Biosynthesis","DCM"
"8367",1847.533721,"Energy-Metabolism","DCM"
"8368",984.129818,"Biosynthesis","DCM"
"8369",4126.483529,"Biosynthesis","DCM"
"8370",4135.318147,"Biosynthesis","DCM"
"8371",4131.708473,"Biosynthesis","DCM"
"8372",4743.819179,"Biosynthesis","DCM"
"8373",4743.819179,"Biosynthesis","DCM"
"8374",5458.509588,"Biosynthesis","DCM"
"8375",0.905116,"Biosynthesis","MES"
"8376",0.0887059,"Biosynthesis","MES"
"8377",0.100712,"Degradation","MES"
"8378",0.112597,"Degradation","MES"
"8379",0.0261353,"Biosynthesis","MES"
"8380",0.0909772,"Biosynthesis","MES"
"8381",1.37494,"Degradation","MES"
"8382",0.207729,"Degradation","MES"
"8383",0.31402,"Biosynthesis","MES"
"8384",1.89269,"Degradation","MES"
"8385",1.89269,"Degradation","MES"
"8386",7.78099,"Biosynthesis","MES"
"8387",0.435495,"Degradation","MES"
"8388",0.054212,"Biosynthesis","MES"
"8389",0.265067,"Degradation","MES"
"8390",0.761355,"Degradation","MES"
"8391",0.372921,"Degradation","MES"
"8392",0.564708,"Biosynthesis","MES"
"8393",2.62464,"Biosynthesis","MES"
"8394",0.701927,"Biosynthesis","MES"
"8395",5.29383,"Degradation","MES"
"8396",0.123072,"Degradation","MES"
"8397",0.0424289,"Biosynthesis","MES"
"8398",0.0382853,"Biosynthesis","MES"
"8399",0.27011,"Degradation","MES"
"8400",0.17634,"Degradation","MES"
"8401",0.31402,"Biosynthesis","MES"
"8402",0.0624151,"Degradation","MES"
"8403",0.0318145,"Degradation","MES"
"8404",4.60814,"Biosynthesis","MES"
"8405",1.43008,"Degradation","MES"
"8406",0.0219,"Biosynthesis","MES"
"8407",1.89269,"Degradation","MES"
"8408",0.0603889,"Biosynthesis","MES"
"8409",0.0261353,"Biosynthesis","MES"
"8410",0.0621814,"Biosynthesis","MES"
"8411",0.0627869,"Biosynthesis","MES"
"8412",0.112597,"Degradation","MES"
"8413",2.89799,"Biosynthesis","MES"
"8414",0.110701,"Degradation","MES"
"8415",1.15384,"Degradation","MES"
"8416",1.33382,"Biosynthesis","MES"
"8417",0.0767565,"Degradation","MES"
"8418",0.0621814,"Biosynthesis","MES"
"8419",0.1385413,"Biosynthesis","MES"
"8420",0.112406,"Biosynthesis","MES"
"8421",0.0904394,"Biosynthesis","MES"
"8422",2.43561,"Energy-Metabolism","MES"
"8423",0.0880882,"Biosynthesis","MES"
"8424",4.179292,"Degradation","MES"
"8425",0.2562765,"Biosynthesis","MES"
"8426",0.999519,"Biosynthesis","MES"
"8427",0.611835,"Degradation","MES"
"8428",0.2229752,"Degradation","MES"
"8429",0.835092,"Degradation","MES"
"8430",0.0880882,"Biosynthesis","MES"
"8431",0.12064,"Biosynthesis","MES"
"8432",0.1385413,"Biosynthesis","MES"
"8433",17.82094,"Detoxification","MES"
"8434",0.154503,"Degradation","MES"
"8435",0.1709236,"Degradation","MES"
"8436",0.1385413,"Biosynthesis","MES"
"8437",0.126293,"Biosynthesis","MES"
"8438",2.7712303,"Biosynthesis","MES"
"8439",1.3431875,"Degradation","MES"
"8440",0.530473,"Degradation","MES"
"8441",0.530473,"Degradation","MES"
"8442",0.4502801,"Degradation","MES"
"8443",4.18562,"Biosynthesis","MES"
"8444",5.7491319,"Degradation","MES"
"8445",2.74921,"Biosynthesis","MES"
"8446",0.1648447,"Degradation","MES"
"8447",3.8969769,"Energy-Metabolism","MES"
"8448",4.18562,"Degradation","MES"
"8449",4.178755,"Biosynthesis","MES"
"8450",20.6352946,"Degradation","MES"
"8451",0.424518,"Degradation","MES"
"8452",0.478456,"Degradation","MES"
"8453",0.7585784,"Biosynthesis","MES"
"8454",2.74921,"Biosynthesis","MES"
"8455",0.5063343,"Degradation","MES"
"8456",0.6072295,"Degradation","MES"
"8457",0.6072295,"Degradation","MES"
"8458",0.6072295,"Degradation","MES"
"8459",2.781175,"Energy-Metabolism","MES"
"8460",1.529177,"Biosynthesis","MES"
"8461",10.173607,"Biosynthesis","MES"
"8462",4.445968,"Degradation","MES"
"8463",4.298217,"Degradation","MES"
"8464",3.8969769,"Energy-Metabolism","MES"
"8465",0.6979538,"Biosynthesis","MES"
"8466",14.952305,"Biosynthesis","MES"
"8467",14.952305,"Degradation","MES"
"8468",1.0553586,"Biosynthesis","MES"
"8469",2.4139403,"Energy-Metabolism","MES"
"8470",0.2850929,"Biosynthesis","MES"
"8471",0.6739882,"Degradation","MES"
"8472",0.8109497,"Biosynthesis","MES"
"8473",16.050795,"Degradation","MES"
"8474",0.5580593,"Biosynthesis","MES"
"8475",0.4572002,"Biosynthesis","MES"
"8476",3.584619,"Biosynthesis","MES"
"8477",1.1759354,"Biosynthesis","MES"
"8478",3.7256801,"Biosynthesis","MES"
"8479",0.9494712,"Biosynthesis","MES"
"8480",1.7247182,"Biosynthesis","MES"
"8481",1.7247182,"Biosynthesis","MES"
"8482",0.7279966,"Degradation","MES"
"8483",0.8995284,"Biosynthesis","MES"
"8484",4.8934268,"Degradation","MES"
"8485",4.8934268,"Degradation","MES"
"8486",3.6324854,"Biosynthesis","MES"
"8487",21.2630482,"Biosynthesis","MES"
"8488",1.8183687,"Degradation","MES"
"8489",4.8797451,"Degradation","MES"
"8490",1.1167431,"Degradation","MES"
"8491",0.6283024,"Biosynthesis","MES"
"8492",1.5301051,"Biosynthesis","MES"
"8493",2.6647812,"Energy-Metabolism","MES"
"8494",0.6359471,"Biosynthesis","MES"
"8495",4.4342591,"Biosynthesis","MES"
"8496",1.514279,"Biosynthesis","MES"
"8497",1.514279,"Biosynthesis","MES"
"8498",2.7603973,"Biosynthesis","MES"
"8499",16.4777228,"Biosynthesis","MES"
"8500",6.1759216,"Biosynthesis","MES"
"8501",37.676766,"Metabolic-Clusters","MES"
"8502",3.4265251,"Degradation","MES"
"8503",16.5955098,"Biosynthesis","MES"
"8504",1.9441289,"Biosynthesis","MES"
"8505",7.2079846,"Biosynthesis","MES"
"8506",6.1999134,"Biosynthesis","MES"
"8507",4.3186265,"Biosynthesis","MES"
"8508",2.9783331,"Biosynthesis","MES"
"8509",5.3252351,"Biosynthesis","MES"
"8510",5.0019115,"Biosynthesis","MES"
"8511",23.9060716,"Degradation","MES"
"8512",25.0399546,"Energy-Metabolism","MES"
"8513",3.4637496,"Degradation","MES"
"8514",21.2931632,"Biosynthesis","MES"
"8515",21.9868662,"Biosynthesis","MES"
"8516",1.7275184,"Biosynthesis","MES"
"8517",8.5574108,"Biosynthesis","MES"
"8518",14.9455171,"Biosynthesis","MES"
"8519",5.81472281,"Biosynthesis","MES"
"8520",46.7100136,"Biosynthesis","MES"
"8521",22.9488702,"Biosynthesis","MES"
"8522",2.94230524,"Degradation","MES"
"8523",8.1985614,"Degradation","MES"
"8524",8.23195121,"Biosynthesis","MES"
"8525",7.1509377,"Biosynthesis","MES"
"8526",4.285044,"Biosynthesis","MES"
"8527",8.1689925,"Energy-Metabolism","MES"
"8528",2.7736561,"Energy-Metabolism","MES"
"8529",7.9723848,"Biosynthesis","MES"
"8530",10.6399127,"Degradation","MES"
"8531",10.5084265,"Detoxification","MES"
"8532",14.11300966,"Biosynthesis","MES"
"8533",14.4279426,"Biosynthesis","MES"
"8534",14.4896473,"Biosynthesis","MES"
"8535",3.8972372,"Degradation","MES"
"8536",0.112597,"Biosynthesis","MES"
"8537",47.140709,"Energy-Metabolism","MES"
"8538",14.8610417,"Biosynthesis","MES"
"8539",9.756609,"Biosynthesis","MES"
"8540",24.824198,"Biosynthesis","MES"
"8541",33.8615624,"Biosynthesis","MES"
"8542",18.3297193,"Biosynthesis","MES"
"8543",54.2194481,"Biosynthesis","MES"
"8544",31.8008141,"Biosynthesis","MES"
"8545",24.9126156,"Biosynthesis","MES"
"8546",28.2608847,"Degradation","MES"
"8547",28.4887207,"Degradation","MES"
"8548",47.9244153,"Biosynthesis","MES"
"8549",26.7137955,"Biosynthesis","MES"
"8550",37.05449566,"Biosynthesis","MES"
"8551",8.4653885,"Degradation","MES"
"8552",66.25548772,"Biosynthesis","MES"
"8553",104.1807467,"Biosynthesis","MES"
"8554",51.1741639,"Energy-Metabolism","MES"
"8555",545.3932114,"Biosynthesis","MES"
"8556",833.3781043,"Biosynthesis","MES"
"8557",839.3200315,"Biosynthesis","MES"
"8558",841.8434928,"Biosynthesis","MES"
"8559",1291.489353,"Biosynthesis","MES"
"8560",1291.489353,"Biosynthesis","MES"
"8561",895.6483952,"Biosynthesis","MES"
"8562",0.124569,"Biosynthesis","SRF"
"8563",0.179463,"Biosynthesis","SRF"
"8564",0.0271671,"Degradation","SRF"
"8565",0.021695,"Degradation","SRF"
"8566",0.110435,"Biosynthesis","SRF"
"8567",0.0136357,"Degradation","SRF"
"8568",0.0797737,"Degradation","SRF"
"8569",0.0797737,"Degradation","SRF"
"8570",1.1313,"Biosynthesis","SRF"
"8571",0.0243728,"Biosynthesis","SRF"
"8572",0.0310877,"Degradation","SRF"
"8573",0.03286,"Degradation","SRF"
"8574",0.100595,"Degradation","SRF"
"8575",0.414436,"Biosynthesis","SRF"
"8576",0.880761,"Degradation","SRF"
"8577",0.0476882,"Biosynthesis","SRF"
"8578",0.0561215,"Degradation","SRF"
"8579",0.0429098,"Degradation","SRF"
"8580",0.29456,"Biosynthesis","SRF"
"8581",0.145571,"Degradation","SRF"
"8582",0.0590752,"Biosynthesis","SRF"
"8583",0.0797737,"Degradation","SRF"
"8584",0.047924,"Biosynthesis","SRF"
"8585",0.021695,"Degradation","SRF"
"8586",0.377151,"Biosynthesis","SRF"
"8587",0.0248847,"Degradation","SRF"
"8588",0.188076,"Biosynthesis","SRF"
"8589",0.103525,"Degradation","SRF"
"8590",0.047924,"Biosynthesis","SRF"
"8591",0.0505359,"Biosynthesis","SRF"
"8592",0.132145,"Biosynthesis","SRF"
"8593",0.4490922,"Energy-Metabolism","SRF"
"8594",0.672704,"Degradation","SRF"
"8595",0.0217614,"Biosynthesis","SRF"
"8596",0.0532267,"Degradation","SRF"
"8597",0.0505359,"Biosynthesis","SRF"
"8598",0.57767605,"Detoxification","SRF"
"8599",0.062479,"Degradation","SRF"
"8600",0.320962,"Degradation","SRF"
"8601",0.0505359,"Biosynthesis","SRF"
