"","RPKM","LEVEL1","DEPTH"
"2476",0.030762,"Biosynthesis","SRF"
"2477",0.115523,"Biosynthesis","SRF"
"2478",0.44438,"Degradation","SRF"
"2479",0.147894,"Biosynthesis","SRF"
"2480",0.0544873,"Biosynthesis","SRF"
"2481",0.0628896,"Biosynthesis","SRF"
"2482",2.97922,"Degradation","SRF"
"2483",7.10236,"Biosynthesis","SRF"
"2484",28.3249,"Degradation","SRF"
"2485",1.59865,"Biosynthesis","SRF"
"2486",0.0745616,"Biosynthesis","SRF"
"2487",0.0671241,"Degradation","SRF"
"2488",0.0171335,"Biosynthesis","SRF"
"2489",0.816576,"Biosynthesis","SRF"
"2490",0.0273822,"Degradation","SRF"
"2491",1.08186,"Biosynthesis","SRF"
"2492",0.350909,"Biosynthesis","SRF"
"2493",0.816576,"Biosynthesis","SRF"
"2494",0.0255135,"Biosynthesis","SRF"
"2495",0.0256594,"Biosynthesis","SRF"
"2496",1.726082,"Energy-Metabolism","SRF"
"2497",0.0374885,"Biosynthesis","SRF"
"2498",2.65555,"Degradation","SRF"
"2499",1.007303,"Biosynthesis","SRF"
"2500",0.0223933,"Degradation","SRF"
"2501",0.0917616,"Degradation","SRF"
"2502",0.0374885,"Biosynthesis","SRF"
"2503",0.177985,"Biosynthesis","SRF"
"2504",1.0111,"Detoxification","SRF"
"2505",0.236804,"Degradation","SRF"
"2506",0.428411,"Degradation","SRF"
"2507",0.279487,"Biosynthesis","SRF"
"2508",1.63513,"Biosynthesis","SRF"
"2509",0.459071,"Degradation","SRF"
"2510",0.1288485,"Degradation","SRF"
"2511",0.1288485,"Degradation","SRF"
"2512",0.4109929,"Degradation","SRF"
"2513",0.728876,"Biosynthesis","SRF"
"2514",0.354644,"Degradation","SRF"
"2515",0.142794,"Biosynthesis","SRF"
"2516",0.0374885,"Degradation","SRF"
"2517",1.185987,"Energy-Metabolism","SRF"
"2518",0.728876,"Degradation","SRF"
"2519",1.185987,"Biosynthesis","SRF"
"2520",0.1520884,"Degradation","SRF"
"2521",1.13504,"Degradation","SRF"
"2522",0.116355,"Degradation","SRF"
"2523",0.0999633,"Biosynthesis","SRF"
"2524",0.142794,"Biosynthesis","SRF"
"2525",0.183732,"Degradation","SRF"
"2526",0.1288485,"Degradation","SRF"
"2527",0.1288485,"Degradation","SRF"
"2528",0.1288485,"Degradation","SRF"
"2529",0.1614416,"Energy-Metabolism","SRF"
"2530",1.0548032,"Biosynthesis","SRF"
"2531",0.8612774,"Biosynthesis","SRF"
"2532",1.112979,"Degradation","SRF"
"2533",0.7562582,"Degradation","SRF"
"2534",1.936883,"Energy-Metabolism","SRF"
"2535",0.147894,"Biosynthesis","SRF"
"2536",8.5019249,"Biosynthesis","SRF"
"2537",8.5019249,"Degradation","SRF"
"2538",2.201134,"Biosynthesis","SRF"
"2539",0.3264853,"Energy-Metabolism","SRF"
"2540",6.446879,"Biosynthesis","SRF"
"2541",0.3784027,"Degradation","SRF"
"2542",1.4181952,"Biosynthesis","SRF"
"2543",8.5838217,"Degradation","SRF"
"2544",0.2029399,"Biosynthesis","SRF"
"2545",25.5094,"Biosynthesis","SRF"
"2546",0.185792,"Biosynthesis","SRF"
"2547",0.0713972,"Biosynthesis","SRF"
"2548",0.7568081,"Biosynthesis","SRF"
"2549",0.2337135,"Biosynthesis","SRF"
"2550",0.4942205,"Biosynthesis","SRF"
"2551",0.4942205,"Biosynthesis","SRF"
"2552",0.3767254,"Degradation","SRF"
"2553",3.6951262,"Biosynthesis","SRF"
"2554",0.7922262,"Degradation","SRF"
"2555",0.7922262,"Degradation","SRF"
"2556",5.743856,"Biosynthesis","SRF"
"2557",11.5398824,"Biosynthesis","SRF"
"2558",1.7381987,"Degradation","SRF"
"2559",1.4731146,"Degradation","SRF"
"2560",12.3750869,"Degradation","SRF"
"2561",9.779706,"Biosynthesis","SRF"
"2562",6.9938319,"Biosynthesis","SRF"
"2563",0.5218953,"Energy-Metabolism","SRF"
"2564",0.5478759,"Biosynthesis","SRF"
"2565",19.6996909,"Biosynthesis","SRF"
"2566",12.9153639,"Biosynthesis","SRF"
"2567",12.9153639,"Biosynthesis","SRF"
"2568",1.735185,"Biosynthesis","SRF"
"2569",7.7349417,"Biosynthesis","SRF"
"2570",2.6082855,"Biosynthesis","SRF"
"2571",4.5027056,"Metabolic-Clusters","SRF"
"2572",2.6306462,"Degradation","SRF"
"2573",11.0187657,"Biosynthesis","SRF"
"2574",49.7989488,"Biosynthesis","SRF"
"2575",13.9072944,"Biosynthesis","SRF"
"2576",6.6060561,"Biosynthesis","SRF"
"2577",8.296596,"Biosynthesis","SRF"
"2578",83.9324384,"Biosynthesis","SRF"
"2579",4.0732662,"Biosynthesis","SRF"
"2580",7.5187892,"Biosynthesis","SRF"
"2581",84.3782396,"Degradation","SRF"
"2582",5.7885384,"Energy-Metabolism","SRF"
"2583",14.978429,"Degradation","SRF"
"2584",7.9205472,"Biosynthesis","SRF"
"2585",8.5220052,"Biosynthesis","SRF"
"2586",7.0638784,"Biosynthesis","SRF"
"2587",325.0440993,"Biosynthesis","SRF"
"2588",21.1224592,"Biosynthesis","SRF"
"2589",67.8826117,"Biosynthesis","SRF"
"2590",5.6911234,"Biosynthesis","SRF"
"2591",10.4711017,"Biosynthesis","SRF"
"2592",98.2484302,"Degradation","SRF"
"2593",22.0428904,"Degradation","SRF"
"2594",74.2327917,"Biosynthesis","SRF"
"2595",6.8946575,"Biosynthesis","SRF"
"2596",1.7043418,"Biosynthesis","SRF"
"2597",23.6776587,"Energy-Metabolism","SRF"
"2598",1542.200375,"Energy-Metabolism","SRF"
"2599",113.8221271,"Biosynthesis","SRF"
"2600",3.075745,"Degradation","SRF"
"2601",65.5492703,"Detoxification","SRF"
"2602",1015.7099,"Biosynthesis","SRF"
"2603",258.1384304,"Biosynthesis","SRF"
"2604",258.1384304,"Biosynthesis","SRF"
"2605",2.4871826,"Degradation","SRF"
"2606",0.0273822,"Biosynthesis","SRF"
"2607",258.9029694,"Energy-Metabolism","SRF"
"2608",40.3720801,"Biosynthesis","SRF"
"2609",343.3336089,"Biosynthesis","SRF"
"2610",60.7966897,"Biosynthesis","SRF"
"2611",90.9458543,"Biosynthesis","SRF"
"2612",2668.286027,"Biosynthesis","SRF"
"2613",98.6052643,"Biosynthesis","SRF"
"2614",14.7120531,"Biosynthesis","SRF"
"2615",11.6780073,"Biosynthesis","SRF"
"2616",297.5562297,"Degradation","SRF"
"2617",297.5562297,"Degradation","SRF"
"2618",297.7083181,"Biosynthesis","SRF"
"2619",12.6178353,"Biosynthesis","SRF"
"2620",85.0430517,"Biosynthesis","SRF"
"2621",3.2552777,"Degradation","SRF"
"2622",440.2049787,"Biosynthesis","SRF"
"2623",383.8866779,"Biosynthesis","SRF"
"2624",3336.993922,"Energy-Metabolism","SRF"
"2625",354.0250728,"Biosynthesis","SRF"
"2626",11243.21103,"Biosynthesis","SRF"
"2627",11282.47531,"Biosynthesis","SRF"
"2628",11246.46631,"Biosynthesis","SRF"
"2629",11386.16264,"Biosynthesis","SRF"
"2630",11386.16264,"Biosynthesis","SRF"
"2631",0.307296,"Biosynthesis","DCM"
"2632",0.122976,"Biosynthesis","DCM"
"2633",0.0178396,"Degradation","DCM"
"2634",0.343058,"Biosynthesis","DCM"
"2635",0.112125,"Degradation","DCM"
"2636",0.0271041,"Degradation","DCM"
"2637",0.143405,"Biosynthesis","DCM"
"2638",0.284255,"Degradation","DCM"
"2639",0.284255,"Degradation","DCM"
"2640",1.24694,"Biosynthesis","DCM"
"2641",0.0743065,"Degradation","DCM"
"2642",0.0376316,"Biosynthesis","DCM"
"2643",0.0511264,"Degradation","DCM"
"2644",0.22292,"Degradation","DCM"
"2645",0.0827186,"Degradation","DCM"
"2646",0.0993963,"Biosynthesis","DCM"
"2647",0.0819455,"Biosynthesis","DCM"
"2648",0.76287,"Degradation","DCM"
"2649",0.0454983,"Degradation","DCM"
"2650",0.0235282,"Biosynthesis","DCM"
"2651",0.0651909,"Degradation","DCM"
"2652",0.143405,"Biosynthesis","DCM"
"2653",6.19241,"Degradation","DCM"
"2654",1.23529,"Biosynthesis","DCM"
"2655",0.059851,"Degradation","DCM"
"2656",0.121443,"Biosynthesis","DCM"
"2657",0.284255,"Degradation","DCM"
"2658",0.0111625,"Biosynthesis","DCM"
"2659",0.463038,"Biosynthesis","DCM"
"2660",0.0116058,"Biosynthesis","DCM"
"2661",0.0178396,"Degradation","DCM"
"2662",0.422902,"Biosynthesis","DCM"
"2663",0.153469,"Degradation","DCM"
"2664",0.189582,"Degradation","DCM"
"2665",0.356375,"Biosynthesis","DCM"
"2666",0.463038,"Biosynthesis","DCM"
"2667",0.290887,"Biosynthesis","DCM"
"2668",0.0881945,"Biosynthesis","DCM"
"2669",0.0167172,"Biosynthesis","DCM"
"2670",0.271304,"Energy-Metabolism","DCM"
"2671",0.244239,"Biosynthesis","DCM"
"2672",0.594353,"Degradation","DCM"
"2673",0.0324593,"Biosynthesis","DCM"
"2674",0.0615851,"Biosynthesis","DCM"
"2675",0.1394974,"Degradation","DCM"
"2676",0.0145893,"Degradation","DCM"
"2677",0.1832603,"Degradation","DCM"
"2678",0.244239,"Biosynthesis","DCM"
"2679",0.150915,"Biosynthesis","DCM"
"2680",0.290887,"Biosynthesis","DCM"
"2681",0.5220017,"Detoxification","DCM"
"2682",0.621585,"Degradation","DCM"
"2683",0.290887,"Biosynthesis","DCM"
"2684",0.5533197,"Biosynthesis","DCM"
"2685",0.430214,"Biosynthesis","DCM"
"2686",1.4083759,"Degradation","DCM"
"2687",0.2625783,"Degradation","DCM"
"2688",0.2625783,"Degradation","DCM"
"2689",0.4492467,"Degradation","DCM"
"2690",3.432986,"Biosynthesis","DCM"
"2691",0.584773,"Degradation","DCM"
"2692",0.1679679,"Biosynthesis","DCM"
"2693",0.244239,"Degradation","DCM"
"2694",0.7725201,"Energy-Metabolism","DCM"
"2695",3.432986,"Degradation","DCM"
"2696",0.695987,"Biosynthesis","DCM"
"2697",0.1208793,"Degradation","DCM"
"2698",3.375509,"Degradation","DCM"
"2699",0.2928649,"Biosynthesis","DCM"
"2700",0.1679679,"Biosynthesis","DCM"
"2701",0.2387974,"Degradation","DCM"
"2702",0.2625783,"Degradation","DCM"
"2703",0.2625783,"Degradation","DCM"
"2704",0.2625783,"Degradation","DCM"
"2705",0.5213327,"Energy-Metabolism","DCM"
"2706",0.7255462,"Biosynthesis","DCM"
"2707",1.19871,"Biosynthesis","DCM"
"2708",3.654356,"Degradation","DCM"
"2709",3.4508256,"Degradation","DCM"
"2710",1.3369951,"Energy-Metabolism","DCM"
"2711",0.0738891,"Biosynthesis","DCM"
"2712",1.5048043,"Biosynthesis","DCM"
"2713",1.5048043,"Degradation","DCM"
"2714",1.5342834,"Biosynthesis","DCM"
"2715",0.6215964,"Energy-Metabolism","DCM"
"2716",5.0789712,"Biosynthesis","DCM"
"2717",0.4177414,"Degradation","DCM"
"2718",9.2008246,"Biosynthesis","DCM"
"2719",1.51369697,"Degradation","DCM"
"2720",3.3206803,"Biosynthesis","DCM"
"2721",13.431572,"Biosynthesis","DCM"
"2722",0.3878665,"Biosynthesis","DCM"
"2723",0.3202295,"Biosynthesis","DCM"
"2724",1.0380127,"Biosynthesis","DCM"
"2725",0.644721,"Biosynthesis","DCM"
"2726",0.779851,"Biosynthesis","DCM"
"2727",0.779851,"Biosynthesis","DCM"
"2728",0.4437106,"Degradation","DCM"
"2729",4.4941171,"Biosynthesis","DCM"
"2730",3.690876,"Degradation","DCM"
"2731",3.690876,"Degradation","DCM"
"2732",14.8481335,"Biosynthesis","DCM"
"2733",9.0461033,"Biosynthesis","DCM"
"2734",2.226839,"Degradation","DCM"
"2735",2.0769579,"Degradation","DCM"
"2736",4.4662254,"Degradation","DCM"
"2737",7.6309253,"Biosynthesis","DCM"
"2738",23.451604,"Biosynthesis","DCM"
"2739",0.49532507,"Energy-Metabolism","DCM"
"2740",1.7960306,"Biosynthesis","DCM"
"2741",7.0583823,"Biosynthesis","DCM"
"2742",5.0008046,"Biosynthesis","DCM"
"2743",5.0008046,"Biosynthesis","DCM"
"2744",4.8505247,"Biosynthesis","DCM"
"2745",13.5043623,"Biosynthesis","DCM"
"2746",4.9132322,"Biosynthesis","DCM"
"2747",4.4809252,"Metabolic-Clusters","DCM"
"2748",5.8372308,"Degradation","DCM"
"2749",22.2913683,"Biosynthesis","DCM"
"2750",34.1161468,"Biosynthesis","DCM"
"2751",19.7106367,"Biosynthesis","DCM"
"2752",7.4636328,"Biosynthesis","DCM"
"2753",19.2046937,"Biosynthesis","DCM"
"2754",47.6419295,"Biosynthesis","DCM"
"2755",6.0513788,"Biosynthesis","DCM"
"2756",11.9932626,"Biosynthesis","DCM"
"2757",47.8921305,"Degradation","DCM"
"2758",6.98587396,"Energy-Metabolism","DCM"
"2759",14.1215264,"Degradation","DCM"
"2760",9.39107367,"Biosynthesis","DCM"
"2761",9.99322657,"Biosynthesis","DCM"
"2762",16.1037167,"Biosynthesis","DCM"
"2763",159.6872803,"Biosynthesis","DCM"
"2764",16.1346928,"Biosynthesis","DCM"
"2765",52.293407,"Biosynthesis","DCM"
"2766",8.4757617,"Biosynthesis","DCM"
"2767",10.45330615,"Biosynthesis","DCM"
"2768",53.3314361,"Degradation","DCM"
"2769",24.7176965,"Degradation","DCM"
"2770",55.1271136,"Biosynthesis","DCM"
"2771",7.67472697,"Biosynthesis","DCM"
"2772",4.2083362,"Biosynthesis","DCM"
"2773",28.7111596,"Energy-Metabolism","DCM"
"2774",470.696591,"Energy-Metabolism","DCM"
"2775",61.2398831,"Biosynthesis","DCM"
"2776",4.8592267,"Degradation","DCM"
"2777",59.4299761,"Detoxification","DCM"
"2778",245.279966,"Biosynthesis","DCM"
"2779",136.9199896,"Biosynthesis","DCM"
"2780",136.9370982,"Biosynthesis","DCM"
"2781",2.4901126,"Degradation","DCM"
"2782",0.0178396,"Biosynthesis","DCM"
"2783",57.8186755,"Energy-Metabolism","DCM"
"2784",41.2212642,"Biosynthesis","DCM"
"2785",258.6786809,"Biosynthesis","DCM"
"2786",97.1505865,"Biosynthesis","DCM"
"2787",199.0063213,"Biosynthesis","DCM"
"2788",934.5307758,"Biosynthesis","DCM"
"2789",208.4298601,"Biosynthesis","DCM"
"2790",14.2160323,"Biosynthesis","DCM"
"2791",19.22667771,"Biosynthesis","DCM"
"2792",194.0536567,"Degradation","DCM"
"2793",194.0536567,"Degradation","DCM"
"2794",194.174536,"Biosynthesis","DCM"
"2795",20.02707121,"Biosynthesis","DCM"
"2796",193.5834795,"Biosynthesis","DCM"
"2797",6.183951,"Degradation","DCM"
"2798",247.035615,"Biosynthesis","DCM"
"2799",359.041116,"Biosynthesis","DCM"
"2800",1291.485985,"Energy-Metabolism","DCM"
"2801",1001.262607,"Biosynthesis","DCM"
"2802",6648.674267,"Biosynthesis","DCM"
"2803",6673.062952,"Biosynthesis","DCM"
"2804",6654.858218,"Biosynthesis","DCM"
"2805",7189.81864,"Biosynthesis","DCM"
"2806",7189.81864,"Biosynthesis","DCM"
"2807",8390.824218,"Biosynthesis","DCM"
"2808",1.57819,"Biosynthesis","DCM"
"2809",0.0533722,"Biosynthesis","DCM"
"2810",0.0727153,"Degradation","DCM"
"2811",0.0967812,"Degradation","DCM"
"2812",0.0314499,"Biosynthesis","DCM"
"2813",0.120425,"Biosynthesis","DCM"
"2814",0.535291,"Degradation","DCM"
"2815",0.0294083,"Degradation","DCM"
"2816",0.311192,"Biosynthesis","DCM"
"2817",0.569392,"Degradation","DCM"
"2818",0.569392,"Degradation","DCM"
"2819",5.51917,"Biosynthesis","DCM"
"2820",0.564366,"Degradation","DCM"
"2821",0.0217453,"Biosynthesis","DCM"
"2822",1.26201,"Degradation","DCM"
"2823",0.25653,"Degradation","DCM"
"2824",0.134626,"Degradation","DCM"
"2825",0.104545,"Biosynthesis","DCM"
"2826",1.32497,"Biosynthesis","DCM"
"2827",0.577928,"Biosynthesis","DCM"
"2828",2.01168,"Degradation","DCM"
"2829",0.0141047,"Degradation","DCM"
"2830",0.0510568,"Biosynthesis","DCM"
"2831",0.0460707,"Biosynthesis","DCM"
"2832",0.070733,"Degradation","DCM"
"2833",0.311192,"Biosynthesis","DCM"
"2834",0.0382841,"Degradation","DCM"
"2835",3.15368,"Biosynthesis","DCM"
"2836",0.454574,"Degradation","DCM"
"2837",0.131767,"Biosynthesis","DCM"
"2838",0.569392,"Degradation","DCM"
"2839",0.0363345,"Biosynthesis","DCM"
"2840",0.0314499,"Biosynthesis","DCM"
"2841",0.138963,"Biosynthesis","DCM"
"2842",0.0377773,"Biosynthesis","DCM"
"2843",0.0967812,"Degradation","DCM"
"2844",0.91771,"Biosynthesis","DCM"
"2845",0.0555052,"Degradation","DCM"
"2846",0.925647,"Degradation","DCM"
"2847",2.64104,"Biosynthesis","DCM"
"2848",0.138963,"Biosynthesis","DCM"
"2849",0.2118019,"Biosynthesis","DCM"
"2850",0.149798,"Biosynthesis","DCM"
"2851",0.126969,"Biosynthesis","DCM"
"2852",1.069997,"Energy-Metabolism","DCM"
"2853",0.0691897,"Biosynthesis","DCM"
"2854",2.079682,"Degradation","DCM"
"2855",0.3666368,"Biosynthesis","DCM"
"2856",0.0835258,"Biosynthesis","DCM"
"2857",0.635099,"Degradation","DCM"
"2858",0.323564,"Degradation","DCM"
"2859",0.3328138,"Degradation","DCM"
"2860",0.0691897,"Biosynthesis","DCM"
"2861",6.8475262,"Biosynthesis","DCM"
"2862",0.2118019,"Biosynthesis","DCM"
"2863",2.145102,"Detoxification","DCM"
"2864",0.0929607,"Degradation","DCM"
"2865",0.706246,"Degradation","DCM"
"2866",0.2118019,"Biosynthesis","DCM"
"2867",0.410331,"Biosynthesis","DCM"
"2868",3.609652,"Biosynthesis","DCM"
"2869",3.8162417,"Degradation","DCM"
"2870",0.1444636,"Degradation","DCM"
"2871",0.1444636,"Degradation","DCM"
"2872",2.428316,"Degradation","DCM"
"2873",1.217866,"Biosynthesis","DCM"
"2874",1.739443,"Degradation","DCM"
"2875",0.808512,"Biosynthesis","DCM"
"2876",0.0691897,"Degradation","DCM"
"2877",1.778489,"Energy-Metabolism","DCM"
"2878",1.217866,"Degradation","DCM"
"2879",2.258533,"Biosynthesis","DCM"
"2880",0.2850906,"Degradation","DCM"
"2881",2.9783552,"Degradation","DCM"
"2882",0.0548334,"Degradation","DCM"
"2883",0.2632231,"Biosynthesis","DCM"
"2884",0.808512,"Biosynthesis","DCM"
"2885",0.2618819,"Degradation","DCM"
"2886",0.1444636,"Degradation","DCM"
"2887",0.1444636,"Degradation","DCM"
"2888",0.1444636,"Degradation","DCM"
"2889",1.9438862,"Energy-Metabolism","DCM"
"2890",3.051177,"Biosynthesis","DCM"
"2891",3.102059,"Biosynthesis","DCM"
"2892",2.617226,"Degradation","DCM"
"2893",1.3146472,"Degradation","DCM"
"2894",1.8601507,"Energy-Metabolism","DCM"
"2895",0.3985046,"Biosynthesis","DCM"
"2896",6.5209687,"Biosynthesis","DCM"
"2897",6.5209687,"Degradation","DCM"
"2898",0.797084,"Biosynthesis","DCM"
"2899",1.2361454,"Energy-Metabolism","DCM"
"2900",3.2740902,"Biosynthesis","DCM"
"2901",0.5247176,"Degradation","DCM"
"2902",4.049797,"Biosynthesis","DCM"
"2903",6.7428877,"Degradation","DCM"
"2904",0.5824565,"Biosynthesis","DCM"
"2905",0.8592813,"Biosynthesis","DCM"
"2906",1.341921,"Biosynthesis","DCM"
"2907",0.1483019,"Biosynthesis","DCM"
"2908",5.1392417,"Biosynthesis","DCM"
"2909",0.2617417,"Biosynthesis","DCM"
"2910",4.2448397,"Biosynthesis","DCM"
"2911",4.2448397,"Biosynthesis","DCM"
"2912",0.3541993,"Degradation","DCM"
"2913",0.9127078,"Biosynthesis","DCM"
"2914",1.3429478,"Degradation","DCM"
"2915",1.3429478,"Degradation","DCM"
"2916",7.902939,"Biosynthesis","DCM"
"2917",2.8837962,"Biosynthesis","DCM"
"2918",2.3816845,"Degradation","DCM"
"2919",1.9815884,"Degradation","DCM"
"2920",1.586819,"Degradation","DCM"
"2921",5.8835667,"Biosynthesis","DCM"
"2922",19.3277099,"Biosynthesis","DCM"
"2923",7.8666825,"Energy-Metabolism","DCM"
"2924",46.1013073,"Biosynthesis","DCM"
"2925",2.540164,"Biosynthesis","DCM"
"2926",2.1279284,"Biosynthesis","DCM"
"2927",2.1279284,"Biosynthesis","DCM"
"2928",4.9845223,"Biosynthesis","DCM"
"2929",19.4066422,"Biosynthesis","DCM"
"2930",5.3257112,"Biosynthesis","DCM"
"2931",22.3675622,"Metabolic-Clusters","DCM"
"2932",3.4958796,"Degradation","DCM"
"2933",29.0043172,"Biosynthesis","DCM"
"2934",14.8737755,"Biosynthesis","DCM"
"2935",20.3183143,"Biosynthesis","DCM"
"2936",9.0069242,"Biosynthesis","DCM"
"2937",7.0875673,"Biosynthesis","DCM"
"2938",15.668578,"Biosynthesis","DCM"
"2939",4.4382026,"Biosynthesis","DCM"
"2940",11.3139909,"Biosynthesis","DCM"
"2941",16.5707925,"Degradation","DCM"
"2942",3.1899693,"Energy-Metabolism","DCM"
"2943",8.4787402,"Degradation","DCM"
"2944",13.3232771,"Biosynthesis","DCM"
"2945",16.7834181,"Biosynthesis","DCM"
"2946",11.0695478,"Biosynthesis","DCM"
"2947",18.8745609,"Biosynthesis","DCM"
"2948",15.1801589,"Biosynthesis","DCM"
"2949",10.64246,"Biosynthesis","DCM"
"2950",15.60934186,"Biosynthesis","DCM"
"2951",11.2165822,"Biosynthesis","DCM"
"2952",13.5668457,"Degradation","DCM"
"2953",16.87774134,"Degradation","DCM"
"2954",12.4850296,"Biosynthesis","DCM"
"2955",8.3345051,"Biosynthesis","DCM"
"2956",44.4420571,"Biosynthesis","DCM"
"2957",9.6923204,"Energy-Metabolism","DCM"
"2958",15.3018993,"Energy-Metabolism","DCM"
"2959",14.5028369,"Biosynthesis","DCM"
"2960",43.9782541,"Degradation","DCM"
"2961",28.7317099,"Detoxification","DCM"
"2962",67.3941997,"Biosynthesis","DCM"
"2963",100.7251782,"Biosynthesis","DCM"
"2964",100.8087122,"Biosynthesis","DCM"
"2965",26.3355999,"Degradation","DCM"
"2966",0.0967812,"Biosynthesis","DCM"
"2967",54.2815939,"Energy-Metabolism","DCM"
"2968",53.4340528,"Biosynthesis","DCM"
"2969",161.7455967,"Biosynthesis","DCM"
"2970",51.86516204,"Biosynthesis","DCM"
"2971",41.7676909,"Biosynthesis","DCM"
"2972",49.7345725,"Biosynthesis","DCM"
"2973",53.1192938,"Biosynthesis","DCM"
"2974",285.3532273,"Biosynthesis","DCM"
"2975",328.1513719,"Biosynthesis","DCM"
"2976",82.7305728,"Degradation","DCM"
"2977",83.3885728,"Degradation","DCM"
"2978",83.4674444,"Biosynthesis","DCM"
"2979",342.116516,"Biosynthesis","DCM"
"2980",72.12570384,"Biosynthesis","DCM"
"2981",6.0962099,"Degradation","DCM"
"2982",190.0254442,"Biosynthesis","DCM"
"2983",274.4112334,"Biosynthesis","DCM"
"2984",702.6855813,"Energy-Metabolism","DCM"
"2985",1174.831756,"Biosynthesis","DCM"
"2986",2741.632509,"Biosynthesis","DCM"
"2987",2752.775074,"Biosynthesis","DCM"
"2988",2747.728719,"Biosynthesis","DCM"
"2989",3772.617113,"Biosynthesis","DCM"
"2990",3772.617113,"Biosynthesis","DCM"
"2991",3303.617754,"Biosynthesis","DCM"
"2992",1.75002,"Biosynthesis","SRF"
"2993",0.0658036,"Degradation","SRF"
"2994",0.312075,"Biosynthesis","SRF"
"2995",0.875242,"Degradation","SRF"
"2996",0.0798389,"Degradation","SRF"
"2997",0.120691,"Biosynthesis","SRF"
"2998",0.676292,"Degradation","SRF"
"2999",0.676292,"Degradation","SRF"
"3000",2.18633,"Biosynthesis","SRF"
"3001",0.820802,"Degradation","SRF"
"3002",0.018825,"Degradation","SRF"
"3003",0.686489,"Degradation","SRF"
"3004",1.15738,"Degradation","SRF"
"3005",0.567646,"Biosynthesis","SRF"
"3006",0.407809,"Biosynthesis","SRF"
"3007",0.0603456,"Biosynthesis","SRF"
"3008",3.69783,"Degradation","SRF"
"3009",0.0577547,"Biosynthesis","SRF"
"3010",0.120691,"Biosynthesis","SRF"
"3011",0.233854,"Degradation","SRF"
"3012",0.428087,"Biosynthesis","SRF"
"3013",0.1763,"Degradation","SRF"
"3014",0.676292,"Degradation","SRF"
"3015",1.10151,"Biosynthesis","SRF"
"3016",0.478832,"Biosynthesis","SRF"
"3017",0.0170933,"Biosynthesis","SRF"
"3018",0.705907,"Biosynthesis","SRF"
"3019",0.165757,"Degradation","SRF"
"3020",0.455553,"Biosynthesis","SRF"
"3021",0.478832,"Biosynthesis","SRF"
"3022",0.1275184,"Biosynthesis","SRF"
"3023",0.147729,"Biosynthesis","SRF"
"3024",0.883194,"Energy-Metabolism","SRF"
"3025",0.143888,"Biosynthesis","SRF"
"3026",3.3642603,"Degradation","SRF"
"3027",0.155065,"Biosynthesis","SRF"
"3028",0.260773,"Biosynthesis","SRF"
"3029",0.820802,"Degradation","SRF"
"3030",0.44354,"Degradation","SRF"
"3031",0.143888,"Biosynthesis","SRF"
"3032",0.0262746,"Biosynthesis","SRF"
"3033",1.1154383,"Detoxification","SRF"
"3034",0.124173,"Degradation","SRF"
"3035",0.1754318,"Biosynthesis","SRF"
"3036",1.59916,"Biosynthesis","SRF"
"3037",0.7181122,"Degradation","SRF"
"3038",0.2840472,"Degradation","SRF"
"3039",0.2840472,"Degradation","SRF"
"3040",0.578386,"Degradation","SRF"
"3041",6.0112225,"Biosynthesis","SRF"
"3042",1.350822,"Degradation","SRF"
"3043",0.4106935,"Biosynthesis","SRF"
"3044",0.143888,"Degradation","SRF"
"3045",2.654777,"Energy-Metabolism","SRF"
"3046",6.0112225,"Degradation","SRF"
"3047",1.977703,"Biosynthesis","SRF"
"3048",0.3962076,"Degradation","SRF"
"3049",0.399142,"Degradation","SRF"
"3050",0.18608,"Degradation","SRF"
"3051",0.2542896,"Biosynthesis","SRF"
"3052",0.4106935,"Biosynthesis","SRF"
"3053",0.2840472,"Degradation","SRF"
"3054",0.2840472,"Degradation","SRF"
"3055",0.2840472,"Degradation","SRF"
"3056",1.1920391,"Energy-Metabolism","SRF"
"3057",0.4677513,"Biosynthesis","SRF"
"3058",2.7777702,"Biosynthesis","SRF"
"3059",6.1246275,"Degradation","SRF"
"3060",6.0112225,"Degradation","SRF"
"3061",3.04275,"Energy-Metabolism","SRF"
"3062",0.604862,"Biosynthesis","SRF"
"3063",15.182889,"Biosynthesis","SRF"
"3064",15.182889,"Degradation","SRF"
"3065",1.158863,"Biosynthesis","SRF"
"3066",1.0160747,"Energy-Metabolism","SRF"
"3067",4.4379337,"Biosynthesis","SRF"
"3068",0.244107,"Degradation","SRF"
"3069",2.5014267,"Biosynthesis","SRF"
"3070",15.379349,"Degradation","SRF"
"3071",0.790778,"Biosynthesis","SRF"
"3072",1.2835536,"Biosynthesis","SRF"
"3073",0.6768081,"Biosynthesis","SRF"
"3074",0.2389828,"Biosynthesis","SRF"
"3075",0.9701894,"Biosynthesis","SRF"
"3076",1.0978145,"Biosynthesis","SRF"
"3077",0.815881,"Biosynthesis","SRF"
"3078",0.815881,"Biosynthesis","SRF"
"3079",0.4006302,"Degradation","SRF"
"3080",1.4988869,"Biosynthesis","SRF"
"3081",6.305967,"Degradation","SRF"
"3082",6.305967,"Degradation","SRF"
"3083",0.6873674,"Biosynthesis","SRF"
"3084",1.3261797,"Biosynthesis","SRF"
"3085",1.3308771,"Degradation","SRF"
"3086",2.1381594,"Degradation","SRF"
"3087",51.3675316,"Degradation","SRF"
"3088",1.2119222,"Biosynthesis","SRF"
